"","rule","precision","recall"
"14966","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net1_not_present}>",0.01428571,0.004494382
"14967","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net1_disconnected}>",0.01428571,0.004444444
"14968","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_not_present}>",0.01428571,0.004494382
"14969","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net1_disconnected}>",0.01428571,0.004444444
"14970","<{saml.status.channel_A_CS_unknown,saml.status.channel_B_CS_unknown,saml.status.energy_SAI_PT_nok,saml.status.energy_generator_running,saml.status.energy_net2_disconnected},{saml.status.energy_generator_running}>",0.01428571,0.0025
"14971","<{saml.status.channel_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14972","<{saml.status.channel_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14973","<{saml.status.channel_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14974","<{saml.status.channel_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14975","<{saml.status.channel_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14976","<{saml.status.channel_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14977","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14978","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14979","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14980","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14981","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"14982","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14983","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"14984","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"14985","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"14986","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"14987","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"14988","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"14989","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"14990","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"14991","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14992","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14993","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14994","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14995","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14996","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"14997","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"14998","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"14999","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15000","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15001","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15002","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15003","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15004","<{saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15005","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15006","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15007","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15008","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15009","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15010","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15011","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15012","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15013","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15014","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15015","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15016","<{saml.status.channel_B_CS_unknown,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15017","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15018","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15019","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15020","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15021","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15022","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15023","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15024","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15025","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15026","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15027","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15028","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15029","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15030","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15031","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15032","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15033","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15034","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15035","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15036","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15037","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15038","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15039","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15040","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15041","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15042","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15043","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15044","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15045","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15046","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15047","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15048","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15049","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15050","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15051","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15052","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15053","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15054","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15055","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15056","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15057","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15058","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15059","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15060","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15061","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15062","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15063","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15064","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15065","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15066","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15067","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15068","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15069","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15070","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_not_present,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15071","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15072","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15073","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15074","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15075","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_net2_not_present}>",0.01428571,0.001369863
"15076","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_net1_disconnected,saml.status.energy_net1_not_present},{saml.status.energy_SAI_line2_nok}>",0.01428571,0.001010101
"15077","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15078","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_generator_running,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15079","<{saml.status.channel_B_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_generator_running},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15080","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15081","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15082","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15083","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15084","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15085","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15086","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15087","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15088","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15089","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15090","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15091","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15092","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_switch_rack_general_failure}>",0.01428571,0.001
"15093","<{saml.status.channel_B_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_ST_nok,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15094","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15095","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15096","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15097","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15098","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15099","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
"15100","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_net2_disconnected}>",0.01428571,0.001041667
"15101","<{saml.status.channel_A_CS_unknown,saml.status.channel_CS_unknown,saml.status.energy_SAI_line1_nok,saml.status.energy_SAI_line2_nok,saml.status.energy_switch_rack_general_failure},{saml.status.energy_SAI_ST_nok}>",0.01428571,0.001
